url,reference,title,created,lieu,temps_travail,type_contrat,famille_metiers,description
https://www.actiris.brussels/fr/citoyens/detail-offre-d-emploi/?reference=5436673&type=Select,5436673,Agent.e de voyage (Schaerbeek) #StageFirst H/F/X,,"1030 - Schaerbeek Temps de travail : Temps plein Type de contrat : Stage FIRST Famille de métiers : Tourisme, loisirs, sports et culture / Tourisme et loisirs Description de l'entreprise Une agence située à 1030 Schaerbeek recherche un/e Agent.e de voyage, (h/f/x) pour un stage first payé de 3 mois à temps plein. . Cliquer sur le lien pour plus d'info sur le stage First: https://www.actiris.brussels/fr/citoyens/stage-first/ Description de la fonction Types activités: Encodage de billet d'avion Après la vente du billet d'avion, encodage dans un programme de comptabilité avec les informations du vols et des passagers (nom, prénom, prix, aéroports, etc.) Vente de billet d'avion Conseil de vente, proposition des promotions, analyse du catalogue, etc. Vente d'hôtel / package - Billet d'avion, hôtel, transfert. Faire des Affiches pour instagram Prendre part au développement de l'entreprise, affiche avec les promotions et publications sur Instagram pour plus de visibilité et amener plus de clients Voyage de groupe - 1 fois par mois Participer aux excursions, prendre le car avec le groupe, faire les visites touristiques (Paris, Amsterdam, Rotterdam, etc.) Examiner le marche Regarder les publications de la concurrence sur les réseau sociaux et adaptation des promos après consultation avec les responsables. Profil Ponctuel, résistant au stress, dynamique, calme, souriant et accueillant Conditions d'accès Attention, pour postuler être dans les conditions suivantes : Avoir moins de 30 ans ; Etre domicilié en Région de Bruxelles-Capitale ; Etre inscrit depuis minimum 3 mois après études; Avoir au maximum le certificat d'enseignement secondaire supérieur ; Ne pas avoir une expérience professionnelle de plus de 90 jours consécutifs; Ne pas avoir déjà réalisé un stage (STE ou First) de plus de 3 mois. Diplôme Secondaire inférieur Compétences linguistiques Français (requis) Comprendre : Indépendant + (B2) Écrire : Indépendant + (B2) Lire : Indépendant + (B2) Parler : Indépendant + (B2) Avantages du poste Contrat de stage first rémunéré de 3 mois à temps plein. Horaire : le lundi+mardi+mercredi+vendredi de 9h à 18h. - PAUSE de 12h-13h. 8h/jour à prester. Horaire : le samedi : 10h-17h - Pause 12h-13h- 6h/jour à prester. TOT. 38H. Remboursement des frais de transport : oui Le stage First est rémunéré. Actiris vous accompagnera durant tout votre parcours, et vous proposera des coachings avant, pendant et après le stage. L'entreprise désigne également une personne pour vous encadrer pendant toute la durée du stage Vous pouvez également bénéficier de chèques langues ou de chèques TIC. Intéressé? Postulez maintenant ! Votre candidature sera lue avec la plus grande attention et nous vous informerons de la suite qui lui sera donnée Envie d'en apprendre davantage sur ce métier ou sur un métier proche de celui-ci ? Parcourez toutes les informations utiles sur Panorama des métiers. Panorama des métiers Comment postuler ? Pour cette offre d'emploi, l'employeur a confié son processus de recrutement à Actiris. Pour postuler, utilisez My Actiris ou contactez-nous au 0800 35 123. Postuler via My Actiris LIENS UTILES Offres d'emploi Actiris & moi News Media Agenda Questions fréquentes Nos antennes Charte graphique Travailler chez Actiris Panorama des métiers Contact My Actiris Presse Plan du site Marché de l'emploi NEWSLETTER Restons en contact Adresse e-mail S'inscrire SOCIAL MEDIA Mentions légales Déclaration d'accessibilité Politique de confidentialité Transparence","Temps plein Type de contrat : Stage FIRST Famille de métiers : Tourisme, loisirs, sports et culture / Tourisme et loisirs Description de l'entreprise Une agence située à 1030 Schaerbeek recherche un/e Agent.e de voyage, (h/f/x) pour un stage first payé de 3 mois à temps plein. . Cliquer sur le lien pour plus d'info sur le stage First: https://www.actiris.brussels/fr/citoyens/stage-first/ Description de la fonction Types activités: Encodage de billet d'avion Après la vente du billet d'avion, encodage dans un programme de comptabilité avec les informations du vols et des passagers (nom, prénom, prix, aéroports, etc.) Vente de billet d'avion Conseil de vente, proposition des promotions, analyse du catalogue, etc. Vente d'hôtel / package - Billet d'avion, hôtel, transfert. Faire des Affiches pour instagram Prendre part au développement de l'entreprise, affiche avec les promotions et publications sur Instagram pour plus de visibilité et amener plus de clients Voyage de groupe - 1 fois par mois Participer aux excursions, prendre le car avec le groupe, faire les visites touristiques (Paris, Amsterdam, Rotterdam, etc.) Examiner le marche Regarder les publications de la concurrence sur les réseau sociaux et adaptation des promos après consultation avec les responsables. Profil Ponctuel, résistant au stress, dynamique, calme, souriant et accueillant Conditions d'accès Attention, pour postuler être dans les conditions suivantes : Avoir moins de 30 ans ; Etre domicilié en Région de Bruxelles-Capitale ; Etre inscrit depuis minimum 3 mois après études; Avoir au maximum le certificat d'enseignement secondaire supérieur ; Ne pas avoir une expérience professionnelle de plus de 90 jours consécutifs; Ne pas avoir déjà réalisé un stage (STE ou First) de plus de 3 mois. Diplôme Secondaire inférieur Compétences linguistiques Français (requis) Comprendre : Indépendant + (B2) Écrire : Indépendant + (B2) Lire : Indépendant + (B2) Parler : Indépendant + (B2) Avantages du poste Contrat de stage first rémunéré de 3 mois à temps plein. Horaire : le lundi+mardi+mercredi+vendredi de 9h à 18h. - PAUSE de 12h-13h. 8h/jour à prester. Horaire : le samedi : 10h-17h - Pause 12h-13h- 6h/jour à prester. TOT. 38H. Remboursement des frais de transport : oui Le stage First est rémunéré. Actiris vous accompagnera durant tout votre parcours, et vous proposera des coachings avant, pendant et après le stage. L'entreprise désigne également une personne pour vous encadrer pendant toute la durée du stage Vous pouvez également bénéficier de chèques langues ou de chèques TIC. Intéressé? Postulez maintenant ! Votre candidature sera lue avec la plus grande attention et nous vous informerons de la suite qui lui sera donnée Envie d'en apprendre davantage sur ce métier ou sur un métier proche de celui-ci ? Parcourez toutes les informations utiles sur Panorama des métiers. Panorama des métiers Comment postuler ? Pour cette offre d'emploi, l'employeur a confié son processus de recrutement à Actiris. Pour postuler, utilisez My Actiris ou contactez-nous au 0800 35 123. Postuler via My Actiris LIENS UTILES Offres d'emploi Actiris & moi News Media Agenda Questions fréquentes Nos antennes Charte graphique Travailler chez Actiris Panorama des métiers Contact My Actiris Presse Plan du site Marché de l'emploi NEWSLETTER Restons en contact Adresse e-mail S'inscrire SOCIAL MEDIA Mentions légales Déclaration d'accessibilité Politique de confidentialité Transparence","Stage FIRST Famille de métiers : Tourisme, loisirs, sports et culture / Tourisme et loisirs Description de l'entreprise Une agence située à 1030 Schaerbeek recherche un/e Agent.e de voyage, (h/f/x) pour un stage first payé de 3 mois à temps plein. . Cliquer sur le lien pour plus d'info sur le stage First: https://www.actiris.brussels/fr/citoyens/stage-first/ Description de la fonction Types activités: Encodage de billet d'avion Après la vente du billet d'avion, encodage dans un programme de comptabilité avec les informations du vols et des passagers (nom, prénom, prix, aéroports, etc.) Vente de billet d'avion Conseil de vente, proposition des promotions, analyse du catalogue, etc. Vente d'hôtel / package - Billet d'avion, hôtel, transfert. Faire des Affiches pour instagram Prendre part au développement de l'entreprise, affiche avec les promotions et publications sur Instagram pour plus de visibilité et amener plus de clients Voyage de groupe - 1 fois par mois Participer aux excursions, prendre le car avec le groupe, faire les visites touristiques (Paris, Amsterdam, Rotterdam, etc.) Examiner le marche Regarder les publications de la concurrence sur les réseau sociaux et adaptation des promos après consultation avec les responsables. Profil Ponctuel, résistant au stress, dynamique, calme, souriant et accueillant Conditions d'accès Attention, pour postuler être dans les conditions suivantes : Avoir moins de 30 ans ; Etre domicilié en Région de Bruxelles-Capitale ; Etre inscrit depuis minimum 3 mois après études; Avoir au maximum le certificat d'enseignement secondaire supérieur ; Ne pas avoir une expérience professionnelle de plus de 90 jours consécutifs; Ne pas avoir déjà réalisé un stage (STE ou First) de plus de 3 mois. Diplôme Secondaire inférieur Compétences linguistiques Français (requis) Comprendre : Indépendant + (B2) Écrire : Indépendant + (B2) Lire : Indépendant + (B2) Parler : Indépendant + (B2) Avantages du poste Contrat de stage first rémunéré de 3 mois à temps plein. Horaire : le lundi+mardi+mercredi+vendredi de 9h à 18h. - PAUSE de 12h-13h. 8h/jour à prester. Horaire : le samedi : 10h-17h - Pause 12h-13h- 6h/jour à prester. TOT. 38H. Remboursement des frais de transport : oui Le stage First est rémunéré. Actiris vous accompagnera durant tout votre parcours, et vous proposera des coachings avant, pendant et après le stage. L'entreprise désigne également une personne pour vous encadrer pendant toute la durée du stage Vous pouvez également bénéficier de chèques langues ou de chèques TIC. Intéressé? Postulez maintenant ! Votre candidature sera lue avec la plus grande attention et nous vous informerons de la suite qui lui sera donnée Envie d'en apprendre davantage sur ce métier ou sur un métier proche de celui-ci ? Parcourez toutes les informations utiles sur Panorama des métiers. Panorama des métiers Comment postuler ? Pour cette offre d'emploi, l'employeur a confié son processus de recrutement à Actiris. Pour postuler, utilisez My Actiris ou contactez-nous au 0800 35 123. Postuler via My Actiris LIENS UTILES Offres d'emploi Actiris & moi News Media Agenda Questions fréquentes Nos antennes Charte graphique Travailler chez Actiris Panorama des métiers Contact My Actiris Presse Plan du site Marché de l'emploi NEWSLETTER Restons en contact Adresse e-mail S'inscrire SOCIAL MEDIA Mentions légales Déclaration d'accessibilité Politique de confidentialité Transparence","Tourisme, loisirs, sports et culture / Tourisme et loisirs Description de l'entreprise Une agence située à 1030 Schaerbeek recherche un/e Agent.e de voyage, (h/f/x) pour un stage first payé de 3 mois à temps plein. . Cliquer sur le lien pour plus d'info sur le stage First: https://www.actiris.brussels/fr/citoyens/stage-first/ Description de la fonction Types activités: Encodage de billet d'avion Après la vente du billet d'avion, encodage dans un programme de comptabilité avec les informations du vols et des passagers (nom, prénom, prix, aéroports, etc.) Vente de billet d'avion Conseil de vente, proposition des promotions, analyse du catalogue, etc. Vente d'hôtel / package - Billet d'avion, hôtel, transfert. Faire des Affiches pour instagram Prendre part au développement de l'entreprise, affiche avec les promotions et publications sur Instagram pour plus de visibilité et amener plus de clients Voyage de groupe - 1 fois par mois Participer aux excursions, prendre le car avec le groupe, faire les visites touristiques (Paris, Amsterdam, Rotterdam, etc.) Examiner le marche Regarder les publications de la concurrence sur les réseau sociaux et adaptation des promos après consultation avec les responsables. Profil Ponctuel, résistant au stress, dynamique, calme, souriant et accueillant Conditions d'accès Attention, pour postuler être dans les conditions suivantes : Avoir moins de 30 ans ; Etre domicilié en Région de Bruxelles-Capitale ; Etre inscrit depuis minimum 3 mois après études; Avoir au maximum le certificat d'enseignement secondaire supérieur ; Ne pas avoir une expérience professionnelle de plus de 90 jours consécutifs; Ne pas avoir déjà réalisé un stage (STE ou First) de plus de 3 mois. Diplôme Secondaire inférieur Compétences linguistiques Français (requis) Comprendre : Indépendant + (B2) Écrire : Indépendant + (B2) Lire : Indépendant + (B2) Parler : Indépendant + (B2) Avantages du poste Contrat de stage first rémunéré de 3 mois à temps plein. Horaire : le lundi+mardi+mercredi+vendredi de 9h à 18h. - PAUSE de 12h-13h. 8h/jour à prester. Horaire : le samedi : 10h-17h - Pause 12h-13h- 6h/jour à prester. TOT. 38H. Remboursement des frais de transport : oui Le stage First est rémunéré. Actiris vous accompagnera durant tout votre parcours, et vous proposera des coachings avant, pendant et après le stage. L'entreprise désigne également une personne pour vous encadrer pendant toute la durée du stage Vous pouvez également bénéficier de chèques langues ou de chèques TIC. Intéressé? Postulez maintenant ! Votre candidature sera lue avec la plus grande attention et nous vous informerons de la suite qui lui sera donnée Envie d'en apprendre davantage sur ce métier ou sur un métier proche de celui-ci ? Parcourez toutes les informations utiles sur Panorama des métiers. Panorama des métiers Comment postuler ? Pour cette offre d'emploi, l'employeur a confié son processus de recrutement à Actiris. Pour postuler, utilisez My Actiris ou contactez-nous au 0800 35 123. Postuler via My Actiris LIENS UTILES Offres d'emploi Actiris & moi News Media Agenda Questions fréquentes Nos antennes Charte graphique Travailler chez Actiris Panorama des métiers Contact My Actiris Presse Plan du site Marché de l'emploi NEWSLETTER Restons en contact Adresse e-mail S'inscrire SOCIAL MEDIA Mentions légales Déclaration d'accessibilité Politique de confidentialité Transparence","Types activités: Encodage de billet d'avion Après la vente du billet d'avion, encodage dans un programme de comptabilité avec les informations du vols et des passagers (nom, prénom, prix, aéroports, etc.) Vente de billet d'avion Conseil de vente, proposition des promotions, analyse du catalogue, etc. Vente d'hôtel / package - Billet d'avion, hôtel, transfert. Faire des Affiches pour instagram Prendre part au développement de l'entreprise, affiche avec les promotions et publications sur Instagram pour plus de visibilité et amener plus de clients Voyage de groupe - 1 fois par mois Participer aux excursions, prendre le car avec le groupe, faire les visites touristiques (Paris, Amsterdam, Rotterdam, etc.) Examiner le marche Regarder les publications de la concurrence sur les réseau sociaux et adaptation des promos après consultation avec les responsables."
https://www.actiris.brussels/fr/citoyens/detail-offre-d-emploi/?reference=5548079&type=Select,5548079,Chauffeur livreur permis B - CDD/CDI - 2300€ net/Mois (H/F/X) H/F/X,,"1702 - Groot-Bijgaarden Temps de travail : Temps plein Type de contrat : Durée déterminée Permis de conduire : B Famille de métiers : Transport et logistique / Transport Description de l'entreprise Notre entreprise spécialisée dans le transport de marchandises recherche actuellement des livreurs/livreuses à temps plein. Une bonne ambiance et faire partie d'une équipe dynamique. Un travail stable et durable. Un véhicule neuf de fonction et un téléphone de fonction. Des possibilités d'évolution. Vous êtes formés et vous apprenez constamment afin d'élargir vos compétences et d'augmenter votre salaire. Description de la fonction Ce que vous faites Satisfaire chaque client Travailler dans une région fixe avec des itinéraires différents chaque jour Dans la camionnette, chanter à tue-tête les plus gros tubes. Profil Votre profil Vous avez une approche centrée sur le client. Pour vous, le client est vraiment roi. Vous parlez et comprenez bien le français. Vous êtes en bonne condition physique, 200 colis à livrer par jour. Vous êtes professionnel en toute circonstance Vous n'avez aucun problème à respecter l'hiérarchie, les procédures, le matériel mis à votre disposition et vos collègues. Vous êtes flexible ! Vous n'hésitez pas à aider vos collègues car la réussite de toute l'équipe est votre réussite. Vous êtes capable de conduire de manière sûre. Vous possédez un permis de conduire B européen pour les voitures avec boite manuelle depuis au moins 2 ans! Avoir un plan Activa ou Article 60-61 est un plus. Compétences linguistiques Français (requis) Comprendre : Indépendant - (B1) Écrire : Elémentaire (A) Lire : Indépendant - (B1) Parler : Indépendant - (B1) Avantages du poste e que vous recevez : En tant que livreur, vous percevez 14,60 € par heure. Vous avez droit à une indemnité RGPT de 1,78 € net par heure prestée. Si vous prestez 38 heures par semaine sur le mois, vous avez droit à un montant supplémentaire d'environ 285 € net. Un salaire net total d'environ 2300€ à 2750€ en fonction de votre situation familiale pour un temps plein. Des horaires de travail flexibles. Vous êtes disponible du lundi au dimanche entre 10h00 et 21h30. Vous travaillez 4 à 5 jours/semaine et 9h00 par jour. 20 jours de congé pour un poste à plein temps. Des possibilités d'évolution. Un contrat CDD/CDI. Avantages : Cadeau de Noël Formation continue Formations en entreprise Indemnité kilométrique Uniformes fournis Informations supplémentaires Spécificité horaires Travailler le samedi Travailler le dimanche et les jours fériés Envie d'en apprendre davantage sur ce métier ou sur un métier proche de celui-ci ? Parcourez toutes les informations utiles sur Panorama des métiers. Panorama des métiers Comment postuler ? Pour cette offre d'emploi, l'employeur a confié son processus de recrutement à Actiris. Pour postuler, utilisez My Actiris ou contactez-nous au 0800 35 123. Postuler via My Actiris LIENS UTILES Offres d'emploi Actiris & moi News Media Agenda Questions fréquentes Nos antennes Charte graphique Travailler chez Actiris Panorama des métiers Contact My Actiris Presse Plan du site Marché de l'emploi NEWSLETTER Restons en contact Adresse e-mail S'inscrire SOCIAL MEDIA Mentions légales Déclaration d'accessibilité Politique de confidentialité Transparence","Temps plein Type de contrat : Durée déterminée Permis de conduire : B Famille de métiers : Transport et logistique / Transport Description de l'entreprise Notre entreprise spécialisée dans le transport de marchandises recherche actuellement des livreurs/livreuses à temps plein. Une bonne ambiance et faire partie d'une équipe dynamique. Un travail stable et durable. Un véhicule neuf de fonction et un téléphone de fonction. Des possibilités d'évolution. Vous êtes formés et vous apprenez constamment afin d'élargir vos compétences et d'augmenter votre salaire. Description de la fonction Ce que vous faites Satisfaire chaque client Travailler dans une région fixe avec des itinéraires différents chaque jour Dans la camionnette, chanter à tue-tête les plus gros tubes. Profil Votre profil Vous avez une approche centrée sur le client. Pour vous, le client est vraiment roi. Vous parlez et comprenez bien le français. Vous êtes en bonne condition physique, 200 colis à livrer par jour. Vous êtes professionnel en toute circonstance Vous n'avez aucun problème à respecter l'hiérarchie, les procédures, le matériel mis à votre disposition et vos collègues. Vous êtes flexible ! Vous n'hésitez pas à aider vos collègues car la réussite de toute l'équipe est votre réussite. Vous êtes capable de conduire de manière sûre. Vous possédez un permis de conduire B européen pour les voitures avec boite manuelle depuis au moins 2 ans! Avoir un plan Activa ou Article 60-61 est un plus. Compétences linguistiques Français (requis) Comprendre : Indépendant - (B1) Écrire : Elémentaire (A) Lire : Indépendant - (B1) Parler : Indépendant - (B1) Avantages du poste e que vous recevez : En tant que livreur, vous percevez 14,60 € par heure. Vous avez droit à une indemnité RGPT de 1,78 € net par heure prestée. Si vous prestez 38 heures par semaine sur le mois, vous avez droit à un montant supplémentaire d'environ 285 € net. Un salaire net total d'environ 2300€ à 2750€ en fonction de votre situation familiale pour un temps plein. Des horaires de travail flexibles. Vous êtes disponible du lundi au dimanche entre 10h00 et 21h30. Vous travaillez 4 à 5 jours/semaine et 9h00 par jour. 20 jours de congé pour un poste à plein temps. Des possibilités d'évolution. Un contrat CDD/CDI. Avantages : Cadeau de Noël Formation continue Formations en entreprise Indemnité kilométrique Uniformes fournis Informations supplémentaires Spécificité horaires Travailler le samedi Travailler le dimanche et les jours fériés Envie d'en apprendre davantage sur ce métier ou sur un métier proche de celui-ci ? Parcourez toutes les informations utiles sur Panorama des métiers. Panorama des métiers Comment postuler ? Pour cette offre d'emploi, l'employeur a confié son processus de recrutement à Actiris. Pour postuler, utilisez My Actiris ou contactez-nous au 0800 35 123. Postuler via My Actiris LIENS UTILES Offres d'emploi Actiris & moi News Media Agenda Questions fréquentes Nos antennes Charte graphique Travailler chez Actiris Panorama des métiers Contact My Actiris Presse Plan du site Marché de l'emploi NEWSLETTER Restons en contact Adresse e-mail S'inscrire SOCIAL MEDIA Mentions légales Déclaration d'accessibilité Politique de confidentialité Transparence","Durée déterminée Permis de conduire : B Famille de métiers : Transport et logistique / Transport Description de l'entreprise Notre entreprise spécialisée dans le transport de marchandises recherche actuellement des livreurs/livreuses à temps plein. Une bonne ambiance et faire partie d'une équipe dynamique. Un travail stable et durable. Un véhicule neuf de fonction et un téléphone de fonction. Des possibilités d'évolution. Vous êtes formés et vous apprenez constamment afin d'élargir vos compétences et d'augmenter votre salaire. Description de la fonction Ce que vous faites Satisfaire chaque client Travailler dans une région fixe avec des itinéraires différents chaque jour Dans la camionnette, chanter à tue-tête les plus gros tubes. Profil Votre profil Vous avez une approche centrée sur le client. Pour vous, le client est vraiment roi. Vous parlez et comprenez bien le français. Vous êtes en bonne condition physique, 200 colis à livrer par jour. Vous êtes professionnel en toute circonstance Vous n'avez aucun problème à respecter l'hiérarchie, les procédures, le matériel mis à votre disposition et vos collègues. Vous êtes flexible ! Vous n'hésitez pas à aider vos collègues car la réussite de toute l'équipe est votre réussite. Vous êtes capable de conduire de manière sûre. Vous possédez un permis de conduire B européen pour les voitures avec boite manuelle depuis au moins 2 ans! Avoir un plan Activa ou Article 60-61 est un plus. Compétences linguistiques Français (requis) Comprendre : Indépendant - (B1) Écrire : Elémentaire (A) Lire : Indépendant - (B1) Parler : Indépendant - (B1) Avantages du poste e que vous recevez : En tant que livreur, vous percevez 14,60 € par heure. Vous avez droit à une indemnité RGPT de 1,78 € net par heure prestée. Si vous prestez 38 heures par semaine sur le mois, vous avez droit à un montant supplémentaire d'environ 285 € net. Un salaire net total d'environ 2300€ à 2750€ en fonction de votre situation familiale pour un temps plein. Des horaires de travail flexibles. Vous êtes disponible du lundi au dimanche entre 10h00 et 21h30. Vous travaillez 4 à 5 jours/semaine et 9h00 par jour. 20 jours de congé pour un poste à plein temps. Des possibilités d'évolution. Un contrat CDD/CDI. Avantages : Cadeau de Noël Formation continue Formations en entreprise Indemnité kilométrique Uniformes fournis Informations supplémentaires Spécificité horaires Travailler le samedi Travailler le dimanche et les jours fériés Envie d'en apprendre davantage sur ce métier ou sur un métier proche de celui-ci ? Parcourez toutes les informations utiles sur Panorama des métiers. Panorama des métiers Comment postuler ? Pour cette offre d'emploi, l'employeur a confié son processus de recrutement à Actiris. Pour postuler, utilisez My Actiris ou contactez-nous au 0800 35 123. Postuler via My Actiris LIENS UTILES Offres d'emploi Actiris & moi News Media Agenda Questions fréquentes Nos antennes Charte graphique Travailler chez Actiris Panorama des métiers Contact My Actiris Presse Plan du site Marché de l'emploi NEWSLETTER Restons en contact Adresse e-mail S'inscrire SOCIAL MEDIA Mentions légales Déclaration d'accessibilité Politique de confidentialité Transparence","Transport et logistique / Transport Description de l'entreprise Notre entreprise spécialisée dans le transport de marchandises recherche actuellement des livreurs/livreuses à temps plein. Une bonne ambiance et faire partie d'une équipe dynamique. Un travail stable et durable. Un véhicule neuf de fonction et un téléphone de fonction. Des possibilités d'évolution. Vous êtes formés et vous apprenez constamment afin d'élargir vos compétences et d'augmenter votre salaire. Description de la fonction Ce que vous faites Satisfaire chaque client Travailler dans une région fixe avec des itinéraires différents chaque jour Dans la camionnette, chanter à tue-tête les plus gros tubes. Profil Votre profil Vous avez une approche centrée sur le client. Pour vous, le client est vraiment roi. Vous parlez et comprenez bien le français. Vous êtes en bonne condition physique, 200 colis à livrer par jour. Vous êtes professionnel en toute circonstance Vous n'avez aucun problème à respecter l'hiérarchie, les procédures, le matériel mis à votre disposition et vos collègues. Vous êtes flexible ! Vous n'hésitez pas à aider vos collègues car la réussite de toute l'équipe est votre réussite. Vous êtes capable de conduire de manière sûre. Vous possédez un permis de conduire B européen pour les voitures avec boite manuelle depuis au moins 2 ans! Avoir un plan Activa ou Article 60-61 est un plus. Compétences linguistiques Français (requis) Comprendre : Indépendant - (B1) Écrire : Elémentaire (A) Lire : Indépendant - (B1) Parler : Indépendant - (B1) Avantages du poste e que vous recevez : En tant que livreur, vous percevez 14,60 € par heure. Vous avez droit à une indemnité RGPT de 1,78 € net par heure prestée. Si vous prestez 38 heures par semaine sur le mois, vous avez droit à un montant supplémentaire d'environ 285 € net. Un salaire net total d'environ 2300€ à 2750€ en fonction de votre situation familiale pour un temps plein. Des horaires de travail flexibles. Vous êtes disponible du lundi au dimanche entre 10h00 et 21h30. Vous travaillez 4 à 5 jours/semaine et 9h00 par jour. 20 jours de congé pour un poste à plein temps. Des possibilités d'évolution. Un contrat CDD/CDI. Avantages : Cadeau de Noël Formation continue Formations en entreprise Indemnité kilométrique Uniformes fournis Informations supplémentaires Spécificité horaires Travailler le samedi Travailler le dimanche et les jours fériés Envie d'en apprendre davantage sur ce métier ou sur un métier proche de celui-ci ? Parcourez toutes les informations utiles sur Panorama des métiers. Panorama des métiers Comment postuler ? Pour cette offre d'emploi, l'employeur a confié son processus de recrutement à Actiris. Pour postuler, utilisez My Actiris ou contactez-nous au 0800 35 123. Postuler via My Actiris LIENS UTILES Offres d'emploi Actiris & moi News Media Agenda Questions fréquentes Nos antennes Charte graphique Travailler chez Actiris Panorama des métiers Contact My Actiris Presse Plan du site Marché de l'emploi NEWSLETTER Restons en contact Adresse e-mail S'inscrire SOCIAL MEDIA Mentions légales Déclaration d'accessibilité Politique de confidentialité Transparence","Ce que vous faites Satisfaire chaque client Travailler dans une région fixe avec des itinéraires différents chaque jour Dans la camionnette, chanter à tue-tête les plus gros tubes."
